t,x(t),z(t),v_x(t),v_z(t),a_x(t),a_z(t) (added)
7.159994,5.773007,-2.249328,-1.209645,1.861621,2.617972,-2.335485
7.179994,5.749571,-2.212775,-1.1719,1.827724,2.582922,-2.402737
7.199994,5.72688,-2.17692,-1.134666,1.792876,2.547635,-2.465588
7.219994,5.704923,-2.141779,-1.097948,1.757141,2.51224,-2.524111
7.239994,5.68369,-2.107369,-1.061745,1.72058,2.476861,-2.578397
7.259994,5.66317,-2.073706,-1.026058,1.683253,2.441609,-2.628552
7.279994,5.643354,-2.040803,-0.9908853,1.645221,2.40659,-2.674695
7.299994,5.624232,-2.008674,-0.9562227,1.606541,2.3719,-2.71696
7.319994,5.605792,-1.977331,-0.9220654,1.567267,2.337628,-2.75549
7.339994,5.588026,-1.946784,-0.8884075,1.527455,2.303854,-2.790437
7.359994,5.570922,-1.917043,-0.8552417,1.487154,2.270655,-2.821959
7.379994,5.554473,-1.888116,-0.8225597,1.446416,2.238097,-2.850225
7.399994,5.538668,-1.860013,-0.7903522,1.405285,2.206244,-2.875403
7.419994,5.523497,-1.832739,-0.7586088,1.363806,2.175152,-2.897666
7.439994,5.508952,-1.8063,-0.7273187,1.322021,2.144872,-2.917191
7.459994,5.495024,-1.780703,-0.6964701,1.279969,2.115451,-2.934151
7.479994,5.481705,-1.755951,-0.6660506,1.237686,2.086931,-2.948723
7.499994,5.468985,-1.732049,-0.6360472,1.195208,2.05935,-2.961081
7.519994,5.456858,-1.709,-0.6064464,1.152565,2.032743,-2.971395
7.539994,5.445314,-1.686806,-0.5772343,1.109787,2.00714,-2.979835
7.559994,5.434348,-1.665471,-0.5483961,1.066901,1.982569,-2.986565
7.579994,5.423951,-1.644994,-0.5199172,1.023931,1.959053,-2.991746
7.599994,5.414117,-1.625378,-0.4917823,0.980899,1.936615,-2.995532
7.619994,5.40484,-1.606628,-0.4638592,0.9375903,1.915278,-2.998074
7.639994,5.396112,-1.588735,-0.4364898,0.8947382,1.895051,-2.999517
7.659994,5.387928,-1.571707,-0.4092108,0.851467,1.875954,-2.999999
7.679994,5.380282,-1.555538,-0.3823829,0.8085415,1.857999,-2.999651
7.699994,5.373169,-1.540232,-0.3556752,0.7653476,1.841198,-2.998599
7.719994,5.366584,-1.525786,-0.3293314,0.7224101,1.825562,-2.996962
7.739994,5.360522,-1.5122,-0.3031231,0.6793225,1.811097,-2.994851
7.759994,5.354979,-1.499474,-0.2772024,0.6364183,1.797813,-2.992373
7.779994,5.349951,-1.487605,-0.2514201,0.5934541,1.785714,-2.989625
7.799994,5.345435,-1.476595,-0.2258611,0.5506144,1.774809,-2.986699
7.819993,5.341426,-1.46644,-0.2004329,0.5077798,1.7651,-2.98368
7.839993,5.337924,-1.457142,-0.1751714,0.465024,1.756593,-2.980645
7.859993,5.334924,-1.448695,-0.1500268,0.4223178,1.749289,-2.977665
7.879993,5.332425,-1.441103,-0.1249699,0.3796141,1.743192,-2.974805
7.899993,5.330425,-1.434364,-0.1000625,0.3370572,1.738306,-2.972123
7.919993,5.328921,-1.428474,-0.0752066,0.2945236,1.734627,-2.969668
7.939993,5.327913,-1.423434,-0.05039648,0.2520048,1.732159,-2.967485
7.959993,5.327401,-1.419244,-0.02562723,0.2095353,1.730904,-2.965614
7.979993,5.327384,-1.415903,-0.0009128489,0.1671166,1.730862,-2.964084
7.999993,5.32786,-1.413408,0.02380459,0.1247516,1.732029,-2.96292
8.019994,5.328831,-1.411761,0.04854382,0.08238733,1.734406,-2.962141
8.039994,5.330297,-1.41096,0.0733115,0.04004692,1.737994,-2.96176
8.059995,5.332259,-1.411005,0.09811963,-0.002276404,1.742789,-2.961782
8.079995,5.334719,-1.411897,0.1229903,-0.04459013,1.74879,-2.962206
8.099996,5.337677,-1.413635,0.1479325,-0.08690061,1.755994,-2.963027
8.119996,5.341137,-1.416219,0.1729684,-0.1292144,1.764398,-2.96423
8.139997,5.345099,-1.41965,0.198103,-0.1715346,1.773997,-2.965797
8.159997,5.349566,-1.423928,0.2233483,-0.2138624,1.784785,-2.967702
8.179997,5.354544,-1.429053,0.2488426,-0.2561586,1.796767,-2.969914
8.199998,5.360031,-1.435023,0.2743807,-0.2985069,1.809923,-2.972391
8.219998,5.366032,-1.441841,0.3000831,-0.3408748,1.824248,-2.97509
8.239999,5.372557,-1.449509,0.3261882,-0.3832874,1.839749,-2.977961
8.259999,5.379602,-1.458023,0.3522855,-0.4257079,1.856398,-2.980944
8.28,5.387173,-1.467385,0.3785614,-0.4681056,1.874185,-2.983974
8.3,5.395283,-1.477601,0.405454,-0.5106645,1.893123,-2.986981
8.320001,5.403927,-1.488664,0.4322466,-0.5531582,1.913169,-2.989887
8.340001,5.41312,-1.500581,0.459588,-0.5957401,1.93433,-2.992608
8.360002,5.422858,-1.513346,0.4869189,-0.6382659,1.956568,-2.995051
8.380002,5.433157,-1.526967,0.5148984,-0.6809199,1.979886,-2.997119
8.400002,5.444012,-1.541436,0.5428215,-0.7234523,2.004235,-2.998707
8.420003,5.455444,-1.556762,0.5715076,-0.7661665,2.029622,-2.999705
8.440003,5.467444,-1.572935,0.6000719,-0.8086663,2.055986,-2.999993
8.460004,5.480036,-1.589965,0.6295326,-0.8514174,2.083333,-2.999449
8.480004,5.49321,-1.607841,0.6587872,-0.8938316,2.111589,-2.997942
8.500005,5.506993,-1.626575,0.6890842,-0.9365842,2.140759,-2.995334
8.520005,5.521384,-1.64616,0.7194704,-0.9791075,2.170782,-2.991485
8.540006,5.536391,-1.666593,0.7502763,-1.021563,2.201611,-2.986245
8.560006,5.552023,-1.687874,0.7815139,-1.063932,2.233197,-2.979463
8.580007,5.568289,-1.71,0.8131938,-1.106192,2.265483,-2.97098
8.600007,5.585197,-1.732969,0.8453258,-1.148318,2.29841,-2.960636
8.620008,5.602757,-1.756777,0.877919,-1.190284,2.33191,-2.948266
8.640008,5.620978,-1.78142,0.9109815,-1.232062,2.365911,-2.933702
8.660008,5.639871,-1.806895,0.9445203,-1.273621,2.400336,-2.916774
8.680009,5.659443,-1.833195,0.9785414,-1.314925,2.435096,-2.897311
8.700009,5.679706,-1.860316,1.013049,-1.355939,2.470098,-2.875143
8.72001,5.700669,-1.888251,1.048047,-1.396625,2.505243,-2.850099
8.74001,5.722342,-1.916992,1.083537,-1.436941,2.54042,-2.822011
8.760011,5.744734,-1.946531,1.11952,-1.476845,2.575511,-2.790715
8.780011,5.767856,-1.976859,1.155993,-1.51629,2.610391,-2.756049
8.800012,5.791717,-2.007966,1.192955,-1.555229,2.644922,-2.717861
8.820012,5.816327,-2.03984,1.230399,-1.593611,2.67896,-2.676003
8.840013,5.841695,-2.07247,1.268319,-1.631384,2.712348,-2.630337
8.860013,5.867831,-2.105842,1.306704,-1.668493,2.74492,-2.580737
8.880013,5.894744,-2.139941,1.345544,-1.704884,2.776502,-2.527086
8.900014,5.922442,-2.174753,1.384825,-1.740498,2.806905,-2.469285
8.920014,5.950935,-2.210261,1.424528,-1.775275,2.835932,-2.407247
8.940015,5.98023,-2.246446,1.464635,-1.809157,2.863377,-2.340903
8.960015,6.010334,-2.283289,1.505122,-1.842081,2.88902,-2.270204
8.980016,6.041256,-2.320771,1.545964,-1.873985,2.912632,-2.195119
9.000016,6.073001,-2.358868,1.587132,-1.904808,2.933977,-2.115641
9.020017,6.105575,-2.39756,1.628592,-1.934487,2.952806,-2.031782
9.040017,6.138984,-2.43682,1.67031,-1.962959,2.968863,-1.943581
9.060018,6.173231,-2.476625,1.712245,-1.990162,2.981883,-1.851101
9.080018,6.20832,-2.516947,1.754355,-2.016037,2.991597,-1.75443
9.100019,6.244254,-2.557759,1.796591,-2.040524,2.997727,-1.65368
9.120019,6.281034,-2.599031,1.838902,-2.063564,2.999993,-1.548993
9.140019,6.318661,-2.640735,1.881234,-2.085102,2.998112,-1.440535
9.16002,6.357134,-2.682837,1.923527,-2.105084,2.991801,-1.328497
9.18002,6.396451,-2.725308,1.965717,-2.12346,2.980777,-1.213096
9.200021,6.436607,-2.768112,2.007738,-2.140182,2.964762,-1.094574
9.220021,6.4776,-2.811218,2.049518,-2.155207,2.943483,-0.9731936
9.240022,6.519422,-2.854588,2.090982,-2.168493,2.916677,-0.8492413
9.260022,6.562065,-2.898189,2.132051,-2.180004,2.884093,-0.7230218
9.280023,6.60552,-2.941984,2.172643,-2.189709,2.845495,-0.5948575
9.300023,6.649776,-2.985936,2.212672,-2.19758,2.800664,-0.465086
9.320024,6.694819,-3.030009,2.252049,-2.203595,2.749405,-0.3340581
9.340024,6.740635,-3.074164,2.290682,-2.207737,2.691545,-0.2021337
9.360024,6.787207,-3.118364,2.328478,-2.209992,2.626943,-0.06968012
9.380025,6.834516,-3.162571,2.36534,-2.210355,2.555485,0.062931
9.400025,6.882541,-3.206748,2.40117,-2.208823,2.477098,0.1953271
9.420026,6.93126,-3.250856,2.435871,-2.2054,2.391742,0.3271373
9.440026,6.980649,-3.294858,2.469342,-2.200096,2.299421,0.4579965
9.460027,7.030681,-3.338716,2.501484,-2.192923,2.200181,0.587547
9.480027,7.081326,-3.382393,2.5322,-2.183902,2.094117,0.7154409
9.500028,7.132556,-3.425854,2.561391,-2.173056,1.981367,0.8413455
9.520028,7.184337,-3.469062,2.588964,-2.160415,1.862123,0.9649426
9.540029,7.236635,-3.511981,2.614825,-2.146012,1.736621,1.085933
9.560029,7.289414,-3.554578,2.638885,-2.129884,1.605152,1.204037
9.580029,7.342637,-3.596819,2.661061,-2.112074,1.468052,1.318997
9.60003,7.396263,-3.63867,2.681272,-2.092627,1.325708,1.430577
9.62003,7.450253,-3.680101,2.699443,-2.071591,1.17855,1.538569
9.640031,7.504564,-3.721081,2.715507,-2.049018,1.027051,1.642787
9.660031,7.559153,-3.761579,2.729402,-2.024963,0.8717274,1.743072
9.680032,7.613976,-3.801568,2.741074,-1.999483,0.7131256,1.839291
9.700032,7.668986,-3.841019,2.750477,-1.972635,0.5518272,1.931336
9.720033,7.724138,-3.879907,2.757573,-1.94448,0.3884379,2.019127
9.740033,7.779385,-3.918207,2.762333,-1.915079,0.2235835,2.102606
9.760034,7.83468,-3.955896,2.764736,-1.884494,0.05790249,2.181743
9.780034,7.889975,-3.99295,2.764772,-1.852787,-0.107957,2.256527
9.800035,7.945224,-4.029349,2.762438,-1.820021,-0.2733469,2.326973
9.820035,8.000379,-4.065073,2.757742,-1.786257,-0.4376238,2.393116
9.840035,8.055392,-4.100102,2.750701,-1.751559,-0.6001549,2.455008
9.860036,8.110219,-4.13442,2.74134,-1.715986,-0.7603278,2.512722
9.880036,8.164812,-4.168011,2.729693,-1.679599,-0.9175482,2.566348
9.900037,8.219128,-4.200858,2.715805,-1.642457,-1.071257,2.615988
9.920037,8.273122,-4.232949,2.699723,-1.604616,-1.220926,2.66176
9.940038,8.326751,-4.264269,2.681509,-1.566132,-1.36606,2.70379
9.960038,8.379974,-4.294808,2.661226,-1.527058,-1.506215,2.742218
9.980039,8.432753,-4.324555,2.638947,-1.487447,-1.640986,2.777192
10.00004,8.485046,-4.3535,2.614749,-1.447348,-1.770014,2.808863
10.02004,8.536819,-4.381635,2.588715,-1.406807,-1.892991,2.837393
10.04004,8.588037,-4.40895,2.560931,-1.365871,-2.009657,2.862944
10.06004,8.638665,-4.43544,2.531489,-1.324581,-2.119804,2.885683
10.08004,8.688673,-4.461098,2.500482,-1.282978,-2.223268,2.905777
10.10004,8.738031,-4.485918,2.468006,-1.2411,-2.319939,2.923394
10.12004,8.786713,-4.509895,2.434157,-1.198983,-2.409749,2.938704
10.14004,8.834692,-4.533026,2.399036,-1.156659,-2.492679,2.951873
10.16004,8.881945,-4.555307,2.362741,-1.114158,-2.568746,2.963064
10.18004,8.928451,-4.576735,2.325368,-1.07151,-2.638012,2.97244
10.20004,8.974189,-4.597308,2.287017,-1.02874,-2.700572,2.980156
10.22004,9.019142,-4.617023,2.247784,-0.9858727,-2.756555,2.986368
10.24004,9.063295,-4.63588,2.207762,-0.9429286,-2.80612,2.991224
10.26005,9.106634,-4.653876,2.167043,-0.8999274,-2.849453,2.994866
10.28005,9.149146,-4.671012,2.125717,-0.8568863,-2.88676,2.997432
10.30005,9.190822,-4.687286,2.08387,-0.813821,-2.91827,2.999055
10.32005,9.231651,-4.702699,2.041585,-0.7707447,-2.944227,2.999859
10.34005,9.271628,-4.71725,1.998941,-0.7276694,-2.964886,2.999965
10.36005,9.310746,-4.73094,1.956014,-0.6846048,-2.980516,2.999484
10.38005,9.349002,-4.743769,1.912876,-0.6415594,-2.991391,2.998523
10.40005,9.386392,-4.755738,1.869595,-0.59854,-2.99779,2.997182
10.42005,9.422915,-4.766847,1.826235,-0.5555521,-2.999995,2.995553
10.44005,9.45857,-4.777096,1.782856,-0.5125998,-2.998287,2.993722
10.46005,9.493358,-4.786488,1.739514,-0.4696858,-2.992948,2.991768
10.48005,9.527281,-4.795022,1.696261,-0.4268121,-2.984253,2.989764
10.50005,9.560342,-4.802699,1.653144,-0.3839792,-2.972476,2.987774
10.52005,9.592544,-4.809521,1.610208,-0.341187,-2.957881,2.985859
10.54005,9.623891,-4.815487,1.567492,-0.2984343,-2.940727,2.98407
10.56005,9.654389,-4.8206,1.525034,-0.2557195,-2.921265,2.982453
10.58005,9.684045,-4.824858,1.482866,-0.2130399,-2.899734,2.981046
10.60005,9.712863,-4.828264,1.441018,-0.1703926,-2.876369,2.979882
10.62005,9.740851,-4.830817,1.399516,-0.1277741,-2.85139,2.978987
10.64005,9.768017,-4.832519,1.358382,-0.08518065,-2.825009,2.978379
10.66005,9.794368,-4.833369,1.317636,-0.04260799,-2.797427,2.978073
10.68005,9.819912,-4.833368,1.277297,-5.187839E-05,-2.768835,2.978073
10.70006,9.844658,-4.832516,1.237377,0.04249208,-2.739414,2.97838
10.72006,9.868614,-4.830813,1.19789,0.08502828,-2.709333,2.978988
10.74006,9.891789,-4.828259,1.158843,0.127561,-2.678753,2.979884
10.76006,9.914192,-4.824855,1.120244,0.1700944,-2.647825,2.981047
10.78006,9.935832,-4.820601,1.082098,0.2126323,-2.616688,2.982452
10.80006,9.956714,-4.815503,1.044153,0.2549531,-2.585481,2.984066
10.82006,9.976855,-4.809546,1.007184,0.2977221,-2.554311,2.985852
10.84006,9.996259,-4.802745,0.9702017,0.3400885,-2.523303,2.987762
10.86006,10.01494,-4.795086,0.934091,0.3828663,-2.492554,2.989748
10.88006,10.0329,-4.786581,0.8980424,0.4252807,-2.462171,2.991747
10.90006,10.05015,-4.777217,0.8627942,0.4680752,-2.432233,2.993698
10.92006,10.0667,-4.767007,0.8276461,0.5105342,-2.402833,2.995526
10.94006,10.08257,-4.755938,0.7932466,0.5533463,-2.374037,2.997156
10.96006,10.09775,-4.744022,0.7589574,0.5958375,-2.345925,2.998499
10.98006,10.11225,-4.731246,0.7253824,0.6386609,-2.318554,2.999467
11.00006,10.12609,-4.717624,0.6919038,0.6811595,-2.291991,2.999959
11.02006,10.13927,-4.703142,0.6591197,0.7239805,-2.266279,2.999872
11.04006,10.1518,-4.687814,0.6263949,0.7664512,-2.241478,2.999094
11.06006,10.16368,-4.671627,0.594363,0.8092445,-2.217621,2.997508
11.08006,10.17493,-4.654594,0.5623336,0.8516386,-2.19476,2.994991
11.10006,10.18555,-4.636705,0.5310057,0.8943669,-2.17292,2.991412
11.12006,10.19554,-4.617973,0.4996125,0.9366194,-2.152147,2.986639
11.14007,10.20491,-4.598386,0.4689321,0.9792333,-2.132453,2.980526
11.16007,10.21367,-4.577962,0.4381048,1.021263,-2.113886,2.972935
11.18007,10.22183,-4.556686,0.408019,1.063699,-2.096448,2.963708
11.20007,10.22939,-4.534569,0.3779537,1.105734,-2.08017,2.952695
11.22007,10.23635,-4.511615,0.348129,1.147599,-2.065073,2.939738
11.24007,10.24272,-4.487828,0.3185286,1.189268,-2.051172,2.924676
11.26007,10.2485,-4.463212,0.2891352,1.230709,-2.038481,2.907347
11.28007,10.2537,-4.437771,0.2599316,1.271891,-2.027014,2.887587
11.30007,10.25832,-4.411514,0.2309001,1.312779,-2.016782,2.865232
11.32007,10.26235,-4.384445,0.2020229,1.353335,-2.007796,2.84012
11.34007,10.26582,-4.356573,0.1732825,1.393522,-2.000063,2.812087
11.36007,10.26871,-4.327905,0.1446607,1.433296,-1.993589,2.780976
11.38007,10.27103,-4.29845,0.1161395,1.472615,-1.98838,2.746631
11.40007,10.27278,-4.26822,0.08770093,1.511431,-1.984439,2.708904
11.42007,10.27397,-4.237224,0.05932674,1.549698,-1.981771,2.667652
11.44007,10.27459,-4.205475,0.03099876,1.587364,-1.980376,2.62274
11.46007,10.27464,-4.172986,0.002698797,1.624377,-1.980258,2.574046
11.48007,10.27413,-4.13977,-0.02559141,1.660685,-1.981414,2.521454
11.50007,10.27305,-4.105844,-0.05389006,1.696231,-1.983845,2.464866
11.52007,10.2714,-4.071222,-0.08221536,1.730958,-1.987546,2.404195
11.54007,10.26919,-4.035924,-0.1105855,1.764809,-1.992515,2.339373
11.56007,10.26641,-3.999968,-0.1390184,1.797724,-1.998747,2.270345
11.58008,10.26305,-3.963374,-0.1675323,1.829643,-2.006235,2.197079
11.60008,10.25913,-3.926162,-0.1961451,1.860507,-2.014972,2.119561
11.62008,10.25463,-3.888355,-0.2248745,1.890254,-2.024952,2.037799
11.64008,10.24955,-3.849977,-0.2537382,1.918824,-2.036163,1.951823
11.66008,10.2439,-3.811052,-0.2827539,1.946159,-2.048592,1.861687
11.68008,10.23766,-3.771607,-0.3119389,1.972197,-2.062228,1.767469
11.70008,10.23083,-3.731668,-0.3413104,1.996883,-2.077055,1.669271
11.72008,10.22341,-3.691263,-0.3708853,2.020158,-2.093059,1.567219
11.74008,10.2154,-3.650423,-0.4006803,2.041969,-2.110217,1.461468
11.76008,10.20678,-3.609176,-0.4307119,2.062262,-2.128509,1.352192
11.78008,10.19756,-3.567555,-0.4609964,2.08099,-2.147913,1.239593
11.80008,10.18773,-3.525592,-0.4915493,2.098103,-2.168402,1.123896
11.82008,10.17728,-3.48332,-0.5223863,2.113558,-2.189946,1.005346
11.84008,10.16621,-3.440773,-0.5535222,2.127315,-2.212514,0.8842112
11.86008,10.15451,-3.397985,-0.5849717,2.139338,-2.236068,0.7607788
11.88008,10.14217,-3.354993,-0.6167486,2.149593,-2.260571,0.6353526
11.90008,10.12919,-3.311831,-0.6488666,2.158055,-2.285976,0.5082524
11.92008,10.11556,-3.268537,-0.6813383,2.164698,-2.312239,0.3798105
11.94008,10.10128,-3.225146,-0.7141758,2.169504,-2.339307,0.2503694
11.96008,10.08633,-3.181697,-0.7473907,2.17246,-2.367124,0.1202805
11.98008,10.07071,-3.138226,-0.7809935,2.173556,-2.395624,-0.01010128
12.00008,10.0544,-3.09477,-0.8149939,2.17279,-2.424743,-0.1404175
12.02009,10.03741,-3.051367,-0.8494006,2.170162,-2.454404,-0.2703111
12.04009,10.01973,-3.008053,-0.8842211,2.165679,-2.484529,-0.3994291
12.06009,10.00134,-2.964866,-0.919462,2.159353,-2.515028,-0.527424
12.08009,9.982234,-2.921843,-0.9551286,2.1512,-2.545811,-0.6539571
12.10009,9.962408,-2.879018,-0.9912248,2.141242,-2.576774,-0.7787032
12.12009,9.941851,-2.836428,-1.027753,2.129505,-2.60781,-0.9013495
12.14009,9.920554,-2.794109,-1.064714,2.116019,-2.638799,-1.0216
12.16009,9.89851,-2.752093,-1.102107,2.100819,-2.669616,-1.139177
12.18009,9.87571,-2.710415,-1.13993,2.083944,-2.700125,-1.253824
12.20009,9.852144,-2.669107,-1.178178,2.065435,-2.730182,-1.365304
12.22009,9.827806,-2.628201,-1.216844,2.04534,-2.759633,-1.473404
12.24009,9.802685,-2.587728,-1.25592,2.023706,-2.788317,-1.577935
12.26009,9.776774,-2.547717,-1.295395,2.000585,-2.816059,-1.678732
12.28009,9.750067,-2.508197,-1.335254,1.97603,-2.842675,-1.775655
12.30009,9.722555,-2.469197,-1.375483,1.950098,-2.867973,-1.868587
12.32009,9.694232,-2.430741,-1.416061,1.922846,-2.891749,-1.957439
12.34009,9.665091,-2.392856,-1.456968,1.894333,-2.913791,-2.042142
12.36009,9.635125,-2.355565,-1.498177,1.864617,-2.933876,-2.122656
12.38009,9.60433,-2.318891,-1.539662,1.83376,-2.951771,-2.198959
12.40009,9.572701,-2.282856,-1.58139,1.801821,-2.967238,-2.271053
12.42009,9.540232,-2.247481,-1.623328,1.768862,-2.980028,-2.33896
12.44009,9.506921,-2.212783,-1.665436,1.734943,-2.989884,-2.402723
12.4601,9.472765,-2.178783,-1.707673,1.700122,-2.996547,-2.4624
12.4801,9.437763,-2.145495,-1.749993,1.664458,-2.999747,-2.518068
12.5001,9.401914,-2.112937,-1.792346,1.62801,-2.999216,-2.569819
12.5201,9.365218,-2.081122,-1.83468,1.590832,-2.99468,-2.617757
12.5401,9.327677,-2.050064,-1.876937,1.552981,-2.985868,-2.661998
12.5601,9.289293,-2.019776,-1.919056,1.514508,-2.972508,-2.702672
12.5801,9.250072,-1.990268,-1.960972,1.475465,-2.954333,-2.739912
12.6001,9.210017,-1.961552,-2.002617,1.435902,-2.931082,-2.773864
12.6201,9.169137,-1.933637,-2.043917,1.395864,-2.902504,-2.804677
12.6401,9.127439,-1.906531,-2.084797,1.355399,-2.868358,-2.832505
12.6601,9.084933,-1.880242,-2.125178,1.314547,-2.828419,-2.857507
12.6801,9.041632,-1.854777,-2.164976,1.273349,-2.782479,-2.879843
12.7001,8.997547,-1.830142,-2.204107,1.231845,-2.73035,-2.899673
12.7201,8.952696,-1.806343,-2.242482,1.190069,-2.67187,-2.917161
12.7401,8.907094,-1.783384,-2.28001,1.148055,-2.606903,-2.932465
12.7601,8.86076,-1.76127,-2.3166,1.105834,-2.535342,-2.945744
12.7801,8.813715,-1.740003,-2.352156,1.063436,-2.457116,-2.957156
12.8001,8.765982,-1.719587,-2.386585,1.020887,-2.372189,-2.966853
12.8201,8.717584,-1.700025,-2.419791,0.9782113,-2.280563,-2.974985
12.8401,8.668549,-1.681319,-2.451679,0.935432,-2.182286,-2.981696
12.8601,8.618904,-1.66347,-2.482153,0.892569,-2.077443,-2.987127
12.88011,8.56868,-1.646479,-2.511121,0.8496407,-1.966168,-2.991412
12.90011,8.517908,-1.630348,-2.53849,0.8066633,-1.848642,-2.994682
12.92011,8.466623,-1.615077,-2.564173,0.7636515,-1.725092,-2.997059
12.94011,8.414861,-1.600667,-2.588083,0.7206182,-1.595792,-2.998662
12.96011,8.362657,-1.587118,-2.61014,0.6775742,-1.461061,-2.9996
12.98011,8.31005,-1.574429,-2.630265,0.6345292,-1.321265,-2.99998
13.00011,8.257081,-1.562602,-2.648388,0.5914909,-1.176814,-2.999899
13.02011,8.203792,-1.551634,-2.664442,0.5484663,-1.028158,-2.999449
13.04011,8.150224,-1.541527,-2.678367,0.5054603,-0.8757842,-2.998715
13.06011,8.09642,-1.53228,-2.690111,0.462477,-0.720212,-2.997775
13.08011,8.042427,-1.523892,-2.69963,0.4195194,-0.5619962,-2.996701
13.10011,7.988289,-1.516362,-2.706886,0.3765895,-0.4017115,-2.995556
13.12011,7.934052,-1.509691,-2.71185,0.3336882,-0.2399531,-2.994401
13.14011,7.879761,-1.503877,-2.714502,0.2908157,-0.07733019,-2.993285
13.16011,7.825464,-1.498919,-2.714829,0.2479713,0.08554056,-2.992254
13.18011,7.771208,-1.494819,-2.71283,0.2051539,0.248038,-2.991345
13.20011,7.717038,-1.491574,-2.70851,0.1623618,0.4095489,-2.990591
13.22011,7.663,-1.489184,-2.701884,0.1195926,0.569468,-2.990015
13.24011,7.609141,-1.487649,-2.692975,0.07684389,0.7272055,-2.989636
13.26011,7.555505,-1.486969,-2.681816,0.0341128,0.8821942,-2.989466
13.28011,7.502136,-1.487143,-2.668445,-0.008603327,1.033892,-2.989509
13.30011,7.449079,-1.488172,-2.652911,-0.05130853,1.181789,-2.989766
13.32012,7.396374,-1.490054,-2.635269,-0.09400485,1.32541,-2.990226
13.34012,7.344063,-1.49279,-2.615581,-0.1366956,1.464319,-2.990877
13.36012,7.292185,-1.49638,-2.593913,-0.1793834,1.598122,-2.991697
13.38012,7.240779,-1.500824,-2.57034,-0.2220707,1.726468,-2.992659
13.40012,7.189882,-1.506121,-2.544941,-0.2647592,1.849052,-2.993728
13.42012,7.139527,-1.512272,-2.517798,-0.3074512,1.965616,-2.994864
13.44012,7.089749,-1.519277,-2.488997,-0.3501475,2.07595,-2.99602
13.46012,7.040578,-1.527137,-2.458628,-0.3928478,2.17989,-2.997141
13.48012,6.992043,-1.53585,-2.426784,-0.4355519,2.277317,-2.998168
13.50012,6.944174,-1.545417,-2.393556,-0.4782586,2.368157,-2.999034
13.52012,6.896995,-1.555839,-2.359041,-0.5209653,2.45238,-2.999664
13.54012,6.85053,-1.567114,-2.323332,-0.5636688,2.529993,-2.999979
13.56012,6.804801,-1.579244,-2.286525,-0.6063647,2.601046,-2.999893
13.58012,6.759829,-1.592227,-2.248713,-0.6490471,2.66562,-2.999311
13.60012,6.715631,-1.606063,-2.20999,-0.6917091,2.723831,-2.998135
13.62012,6.672224,-1.620753,-2.170446,-0.734342,2.775823,-2.996257
